company_name,index,name,logo,logo_size,image,image_size,image_caption,former_name,type,traded_as,ISIN,industry,foundation,founders,location_city,location_country,area_served,key_people,revenue,operating_income,net_income,assets,equity,num_employees,website
3M,sp500,3M Company,3M wordmark.svg,175px,3-M Building Maplewood MN1.jpg,250px,"3M headquarters in [[Maplewood, Minnesota]]",Minnesota Mining and Manufacturing Company (1902–2002),[[Public company|Public]],{{Unbulleted list|New York Stock Exchange|MMM|[[Dow Jones Industrial Average|DJIA]] component|[[S&P 100]] component|[[S&P 500]] component}} {{New York Stock Exchange|MMM}},{{ISIN|sl|=|n|pl|=|y|US88579Y1010}},[[Conglomerate (company)|Conglomerate]],"{{Start date and age|1902|6|13}} in [[Two Harbors, Minnesota]], U.S.","{{Unbulleted list|J. Danley Budd|Henry S. Bryan|William A. McGonagle|John Dwan|Hermon W. Cable | Charles Simmons|ref|{{cite web |url=https://www.3m.com.au/3M/en_AU/company-au/news-releases/full-story/?storyid=51f5cfac-3ea9-4a98-a406-e2b955c3fd40 |title=It all started with a rock |date=June 11, 2021 |work=3M Australia |access-date=March 9, 2022}}|</ref>}}","[[Maplewood, Minnesota]]",U.S.,Worldwide,"{{plainlist|
* [[Michael F. Roman]] (chairman)
* [[William M. Brown (businessman)|William M. Brown]] (CEO)|ref|{{citation|url=https://www.manufacturingdive.com/news/3m-ceo-william-brown-executive-chair-michael-roman/709987/|website=Manufacturing Dive|date=March 12, 2024 |title=3M appoints new CEO }}|</ref>}}",{{decrease}} {{US$|24.58 billion|link|=|yes}} (2024),{{increase}} {{US$|4.822 billion}} (2024),{{increase}} {{US$|4.173 billion}} (2024),{{decrease}} {{US$|39.87 billion}} (2024),{{decrease}} {{US$|3.842 billion}} (2024),"{{circa|61,500}} (2024)",{{URL|3m.com}}
